vibration,current_voltage,temperature,pressure,fuel_usage,emission,torque,load_today,rpm,machine_health
5.8,206.65,22.7,7.12,84.19,1.37,222.4,72,1030,53.92
1.85,468.12,39.6,7.01,28.01,1.57,310.1,97,1643,54.23
3.02,462.87,95.8,5.68,80.95,0.55,145.8,31,2348,46.85
4.09,329.7,44.9,7.84,28.1,0.57,289.7,0,556,59.54
1.76,211.25,58.6,1.95,94.31,3.86,457.7,14,2412,52.1
8.11,219.85,114.2,3.36,86.38,4.23,318.8,47,2802,25.25
0.98,294.44,52.4,1.2,82.39,3.76,426.2,68,2519,47.01
5.25,341.69,65.2,2.03,27.47,3.17,487.9,96,831,40.76
6.32,212.79,119.8,7.71,8.79,3.27,114.9,29,2178,44.22
2.43,364.57,52.9,8.84,16.32,1.93,88.7,60,1052,59.03
3.55,476.03,103.8,6.79,75.83,0.38,118.5,65,1951,43.22
9.84,337.73,22.1,6.68,13.86,0.74,423.7,34,1764,50.75
4.59,304.56,60.1,4.34,7.73,2.44,487.5,64,2169,49.04
5.37,279.79,67.4,3.81,93.91,2.98,339.9,46,2513,42.02
5.5,261.17,75.4,2.74,95.05,3.55,482.0,13,1427,45.02
0.64,295.13,62.2,9.86,60.89,0.68,363.6,52,1368,58.19
7.86,337.92,62.8,8.06,26.48,4.03,404.2,79,2789,26.65
9.85,427.67,80.3,4.28,77.2,2.88,105.9,30,2990,29.86
4.72,473.7,87.2,4.81,45.31,0.34,463.5,18,860,45.04
8.79,218.33,22.8,7.6,92.04,4.45,103.9,4,1097,45.32
3.61,457.42,49.6,3.44,18.59,1.94,122.5,72,1400,59.28
3.3,452.53,72.0,1.76,24.99,2.81,414.3,69,1849,49.36
1.35,440.79,38.5,4.08,85.98,4.73,283.3,46,2505,41.71
5.25,321.17,43.8,4.98,81.76,1.54,74.4,84,2736,46.5
8.93,452.02,68.8,1.5,23.28,1.49,458.2,65,1282,43.39
7.09,399.38,75.8,6.15,19.76,4.51,224.5,30,2139,39.28
6.59,284.77,79.9,1.26,22.65,1.48,495.0,0,1879,56.19
7.08,298.31,35.7,7.62,53.57,2.91,424.2,25,2675,40.51
7.13,242.57,103.9,1.75,82.08,4.05,71.6,99,2491,32.58
1.63,393.92,101.8,1.82,30.59,0.32,389.8,70,1964,56.43
6.29,288.61,61.3,8.1,73.37,4.52,74.3,10,2633,39.19
9.91,258.17,59.3,2.33,81.28,0.13,74.7,55,1556,57.21
5.36,260.97,97.8,2.41,16.72,0.51,224.5,40,2016,58.52
0.76,353.21,60.3,8.96,50.54,2.54,456.3,55,2706,43.71
1.1,352.46,99.4,8.59,96.56,2.1,175.6,41,2716,42.68
9.88,463.79,54.9,6.29,60.08,1.82,320.9,44,1531,38.61
4.58,377.98,21.6,1.68,37.48,1.74,400.9,8,1868,65.08
4.76,325.82,60.3,3.39,16.26,4.31,316.4,81,633,42.02
8.13,224.6,116.3,9.64,93.04,3.82,53.5,23,2670,28.01
7.62,228.5,80.4,1.4,81.93,3.29,94.9,98,594,37.87
9.76,284.9,103.3,3.06,31.6,1.32,324.0,83,1922,40.13
6.27,409.26,96.9,3.73,37.82,3.78,388.6,9,580,34.87
2.39,445.69,31.3,6.12,72.45,2.7,133.1,29,1318,57.42
6.06,352.37,45.3,3.04,35.38,3.47,440.9,29,772,44.95
5.08,236.63,25.8,7.79,41.2,0.26,459.7,24,674,58.18
1.2,451.72,107.6,4.38,23.37,2.46,344.3,99,2012,40.99
7.46,412.4,44.4,6.05,30.45,3.81,382.8,16,2820,34.16
2.34,251.29,108.3,6.76,70.11,3.25,245.5,35,1774,46.99
6.49,384.32,65.9,9.66,27.09,2.16,463.5,22,1144,40.88
5.89,221.6,79.0,3.09,72.6,1.05,166.8,94,2375,46.96
7.11,251.82,31.5,1.01,21.36,4.16,118.6,51,1032,55.86
8.11,246.83,107.5,7.61,72.62,3.9,440.1,49,1442,30.01
4.72,342.03,80.9,1.71,60.08,3.44,457.0,81,2258,38.17
9.27,210.07,84.8,2.29,6.49,0.78,61.2,94,1663,56.52
6.15,290.29,22.0,5.81,24.59,0.14,61.0,75,1360,69.23
4.1,376.87,102.2,4.2,21.07,1.78,418.4,14,670,45.28
0.85,266.41,62.7,3.72,60.08,2.99,193.6,59,1209,62.34
4.17,222.34,38.0,9.88,24.71,3.99,280.0,84,601,42.74
2.94,412.99,112.0,6.56,71.34,1.83,489.8,21,1434,42.22
3.64,468.9,102.1,1.99,43.9,1.29,354.4,54,536,41.47
9.1,475.21,109.0,3.29,43.54,4.36,365.2,73,1605,25.0
2.55,296.64,64.7,7.56,56.69,3.58,349.0,49,1768,45.83
3.95,455.19,30.2,8.76,72.17,1.57,398.8,55,2412,42.89
2.76,289.13,106.7,4.84,52.53,0.35,83.3,39,2501,58.36
0.95,284.67,102.2,7.4,18.36,2.0,494.1,35,2642,46.62
3.15,383.81,105.8,6.46,61.15,1.54,478.2,92,2474,34.17
8.27,401.12,112.6,3.62,36.41,3.31,289.1,30,2155,34.44
4.33,445.82,83.3,2.19,26.03,4.95,210.9,3,1306,50.76
1.68,321.21,74.3,7.23,8.08,4.36,195.9,54,2758,44.81
4.42,426.89,114.6,3.02,68.84,4.59,333.2,82,1128,30.47
3.61,459.81,24.4,1.74,73.4,3.52,452.2,51,1517,48.06
1.71,437.12,102.6,4.26,47.57,2.11,419.6,71,1926,43.89
0.74,387.6,106.3,5.77,37.36,1.53,420.5,23,1940,50.58
3.93,289.38,27.8,7.93,77.72,2.34,315.1,82,1316,51.79
4.42,441.41,51.9,6.56,15.93,2.1,477.0,32,1347,51.97
7.81,273.52,69.3,2.76,17.97,3.12,138.8,22,719,51.8
9.45,293.03,22.0,5.61,33.11,4.71,208.4,75,1310,43.26
6.56,438.03,116.3,3.07,27.82,2.16,426.8,7,1105,41.37
8.2,321.89,59.2,7.72,71.13,0.74,278.6,6,723,46.14
6.75,433.79,71.0,1.4,73.24,0.82,318.8,12,1799,52.37
4.01,389.92,90.7,3.93,10.68,0.88,312.0,84,2036,50.51
1.46,232.53,50.5,7.32,87.56,1.23,198.5,61,1891,58.43
5.1,460.89,22.2,5.36,22.0,4.89,63.6,100,665,42.48
7.49,474.78,75.2,4.63,40.41,3.45,244.7,3,1512,44.36
4.28,395.05,34.0,8.05,19.3,1.12,198.9,11,2552,59.69
2.82,408.71,96.0,6.25,80.07,1.65,240.5,42,1237,44.62
5.55,287.69,89.3,1.53,93.34,0.87,93.8,47,543,52.02
7.16,448.13,22.1,4.06,69.15,0.3,110.0,86,1165,52.26
9.42,386.31,100.1,4.4,63.36,0.95,129.3,27,1160,41.93
9.04,245.94,24.3,4.03,87.45,3.56,240.4,12,729,45.85
2.95,315.52,28.6,9.0,39.73,4.79,470.2,14,1924,49.47
1.53,465.21,70.7,3.82,99.74,4.15,71.3,4,1743,51.98
3.77,428.2,101.6,1.82,66.75,3.76,261.8,54,2472,35.47
7.2,438.03,44.7,2.67,72.28,4.91,494.5,41,1025,31.05
5.16,458.8,105.1,2.33,93.02,2.8,459.2,78,2758,24.68
5.49,256.2,34.3,5.06,17.01,4.61,87.4,29,589,54.47
1.12,388.69,58.2,1.18,91.55,2.83,349.4,76,2825,43.54
9.24,440.01,25.6,8.84,30.68,1.34,133.4,28,1827,51.24
9.94,283.62,104.6,7.17,88.71,4.0,63.8,1,2624,29.07
4.61,379.32,42.0,9.21,52.8,4.94,291.3,30,2067,41.41
4.0,262.64,62.3,4.17,39.93,3.3,62.7,84,777,52.65
9.98,272.94,101.9,1.67,81.3,4.76,441.9,69,1215,24.66
5.09,389.75,56.5,1.81,43.87,4.28,144.2,9,808,53.05
9.86,464.9,99.1,8.26,92.49,1.51,300.4,21,1580,27.88
5.25,406.45,106.1,6.43,84.94,1.43,168.1,76,2112,34.62
7.63,381.02,23.0,2.23,62.7,4.27,444.1,89,2921,28.87
2.26,350.54,102.1,3.75,84.93,4.28,186.9,33,1882,44.64
1.31,427.56,95.2,9.01,22.11,1.71,379.7,57,2440,40.8
3.9,339.73,70.9,7.19,48.19,1.63,425.8,20,1184,48.94
7.69,405.21,93.6,3.06,72.08,3.4,198.0,65,1466,36.67
4.34,440.76,94.4,8.26,11.89,0.79,185.3,74,2043,46.7
4.19,337.6,36.0,4.94,46.72,3.19,491.3,7,1631,53.4
9.83,313.09,118.5,2.41,48.53,2.72,239.4,83,2790,26.08
8.85,320.14,85.3,8.17,51.11,1.94,76.0,33,2557,39.02
8.81,443.28,36.8,3.21,7.63,0.74,334.8,95,2210,44.78
0.52,292.01,96.1,6.97,56.13,1.21,189.6,43,1634,60.05
3.67,312.7,93.1,6.87,82.27,0.82,415.8,64,513,37.4
9.26,441.88,79.2,8.68,68.76,0.33,152.6,26,629,36.06
1.69,435.79,104.8,3.15,58.14,1.28,438.7,48,1963,45.07
4.61,376.56,71.1,1.64,58.65,0.86,383.5,33,733,50.51
5.14,338.76,117.0,5.91,95.41,1.26,179.9,2,1325,46.71
3.49,345.46,87.1,5.34,59.44,1.87,362.7,49,1998,46.73
8.91,205.44,91.1,7.45,55.25,3.66,476.8,37,1917,29.81
7.92,377.18,22.2,7.41,54.4,4.81,489.6,28,2089,33.83
8.3,393.38,63.6,3.89,82.48,2.42,258.7,33,1971,41.39
7.92,460.97,32.2,9.9,84.26,4.33,52.4,69,1475,34.66
3.2,417.82,106.3,5.4,77.49,0.32,307.7,68,2367,40.9
2.41,230.78,102.0,7.58,40.74,4.93,455.6,52,1824,40.02
3.37,244.09,30.5,4.68,8.0,4.55,358.3,8,2429,56.35
8.31,278.72,58.1,2.0,33.59,2.34,184.1,65,2791,43.43
6.7,342.75,50.1,2.12,10.66,4.2,226.8,92,2978,37.75
9.59,425.31,75.3,3.63,75.92,0.17,405.1,98,533,28.8
8.63,311.4,115.2,8.26,75.64,1.37,251.8,79,642,26.68
7.88,339.1,45.8,4.44,54.56,4.14,311.2,15,2084,44.49
6.72,415.66,25.8,7.77,8.64,0.97,94.3,88,1048,53.38
4.12,303.97,78.5,4.19,62.33,4.56,71.1,46,2516,45.16
8.22,383.14,95.1,4.97,17.26,3.36,134.7,99,1270,36.12
4.53,356.64,113.4,9.88,45.75,4.61,360.5,72,536,20.75
9.96,432.94,96.0,2.35,14.3,3.49,217.7,94,2735,27.54
7.45,373.33,38.0,7.68,59.83,2.06,241.4,89,2056,38.5
7.74,255.92,39.4,1.88,65.24,4.98,188.4,4,1455,52.86
6.81,310.61,42.4,4.1,96.0,1.11,407.1,86,708,38.97
9.62,436.83,83.5,7.66,51.25,1.22,427.9,69,1437,29.6
5.26,397.0,92.2,8.34,83.76,4.03,354.6,78,2288,24.11
1.77,389.55,115.2,8.98,90.41,3.37,383.6,36,712,31.24
0.78,403.5,55.7,6.79,91.31,4.71,481.6,88,2262,34.62
5.45,406.26,32.5,1.67,33.85,1.84,249.2,30,1191,60.81
4.0,407.33,73.0,7.49,41.29,2.98,353.3,76,1197,38.82
1.22,357.85,48.9,5.46,82.94,2.72,464.8,84,2410,42.51
2.72,438.29,48.7,3.33,92.17,1.62,169.3,64,815,52.95
1.21,260.87,69.2,5.47,33.86,4.33,63.7,7,2648,58.12
2.25,237.03,52.6,2.27,77.71,1.28,186.6,75,813,62.94
6.63,304.83,54.9,7.52,53.56,1.8,88.9,81,1971,47.99
5.37,413.21,45.6,3.34,72.42,0.4,132.2,96,2781,46.03
5.72,393.09,48.8,9.47,88.15,4.5,273.8,72,1044,30.53
8.73,363.77,35.8,6.42,7.07,2.71,128.5,19,1875,54.75
3.99,434.85,83.9,4.17,70.14,3.38,324.1,76,2159,34.72
9.81,366.61,85.3,9.16,20.61,3.08,396.3,52,1742,30.13
5.87,215.12,52.8,6.14,60.3,4.53,249.7,74,1757,45.56
4.48,364.66,77.3,7.88,13.37,2.66,309.5,0,2563,46.05
7.2,379.77,65.5,9.88,51.77,1.33,169.1,93,2163,37.45
8.71,370.4,31.3,9.45,56.81,3.09,369.6,48,2106,34.02
8.82,204.04,25.6,2.33,32.58,0.64,366.8,19,760,59.99
2.96,322.08,84.3,5.68,62.05,2.01,441.7,72,2926,36.58
3.09,376.63,76.1,8.27,33.94,0.32,412.1,97,579,41.24
1.27,316.66,26.4,4.77,68.36,0.77,262.9,40,760,65.88
1.62,461.4,46.7,2.56,23.84,2.08,382.1,79,1877,54.49
0.25,476.13,58.8,3.02,55.53,1.99,140.6,5,2684,60.09
3.79,401.68,114.3,9.49,54.38,3.21,495.0,100,579,18.87
1.81,266.06,97.4,3.02,73.23,3.96,350.4,48,2393,42.97
9.64,387.85,28.3,3.32,47.03,4.84,93.8,16,870,42.51
4.36,286.59,60.6,4.32,15.16,1.1,424.0,74,2796,48.38
7.15,347.65,52.8,5.52,33.94,2.38,283.9,80,2787,39.23
4.54,209.49,74.7,1.09,85.09,2.98,462.2,41,2884,43.79
9.61,426.27,117.5,8.46,89.45,4.69,364.8,23,2275,12.98
6.16,276.38,62.8,5.97,52.2,0.98,231.2,71,1841,49.89
9.8,264.68,94.4,1.84,64.04,3.42,373.0,19,964,35.75
9.98,333.47,39.3,7.83,74.76,3.31,376.4,96,911,25.54
3.53,330.7,71.3,1.8,69.9,3.53,63.3,92,2740,43.25
1.43,411.86,31.4,3.95,74.36,1.26,308.5,93,2573,52.21
2.69,396.81,86.2,5.59,68.8,3.15,105.8,78,1952,44.07
3.49,385.01,49.6,9.79,46.09,0.14,241.9,18,2721,54.35
4.43,294.41,109.5,6.26,43.37,0.28,256.2,38,2395,50.71
1.14,234.43,37.7,4.76,44.23,0.26,249.3,77,807,67.61
8.36,288.57,119.8,1.65,11.43,2.24,409.0,56,2054,41.06
8.03,461.99,59.8,1.05,46.69,0.91,362.3,23,2127,49.36
7.11,286.89,69.3,5.18,43.73,2.0,455.9,43,1400,44.59
4.13,472.42,84.5,5.43,61.5,1.13,192.8,16,1342,51.78
2.38,222.97,99.2,5.25,73.94,4.31,299.1,22,2984,40.4
3.76,369.11,22.0,9.77,69.21,1.0,385.1,4,664,54.43
1.41,377.04,79.5,5.6,26.74,0.55,468.6,86,2819,47.0
6.26,369.0,65.3,9.33,9.39,0.22,221.2,8,1731,58.31
9.91,432.32,111.4,1.63,91.95,1.47,202.9,87,2787,24.18
3.54,473.76,21.6,6.98,54.51,2.8,256.8,23,662,51.76
4.98,367.01,29.7,2.79,99.9,2.77,202.1,89,2824,41.8
6.02,208.1,28.6,6.75,74.16,1.92,419.7,84,2679,41.17
1.3,433.84,37.4,9.38,9.18,3.17,360.0,96,2039,44.69
5.31,332.1,98.9,7.76,11.74,3.69,267.0,77,1668,39.37
0.5,317.18,75.6,3.15,8.52,3.98,112.6,4,532,61.81
3.19,466.6,109.1,8.99,82.3,2.26,147.3,31,2213,35.25
4.95,313.56,106.6,1.7,55.08,2.57,141.9,78,1447,49.49
8.71,206.11,33.4,4.89,99.54,1.02,283.1,90,921,46.71
8.52,205.0,118.4,8.89,45.87,4.3,363.2,56,1330,26.65
1.29,461.42,52.6,4.84,13.8,2.58,329.4,36,1594,57.9
7.24,305.05,44.0,5.25,26.79,1.31,238.1,81,2036,52.02
2.64,294.0,108.7,2.34,22.1,1.15,348.9,92,2334,47.65
9.34,381.82,44.7,5.96,45.83,3.05,375.4,56,623,31.94
5.94,308.76,113.3,7.84,40.65,0.51,416.7,90,2572,31.7
5.66,326.5,109.7,7.9,20.82,2.6,178.3,80,591,34.4
2.85,409.66,46.7,6.8,88.97,2.12,108.5,38,1356,56.54
4.41,301.34,63.8,5.18,15.39,3.63,144.8,83,2389,48.25
5.64,366.42,52.2,9.48,39.59,4.61,388.9,21,2708,34.64
3.12,316.92,38.6,1.91,96.62,1.2,324.8,39,2815,52.79
4.95,307.4,59.1,2.72,76.56,0.44,162.5,96,615,50.58
4.84,337.57,68.2,1.58,49.26,4.34,312.1,21,786,46.64
1.31,364.39,28.3,9.18,15.86,0.51,141.6,17,2102,70.18
4.39,327.0,55.9,6.35,94.74,4.54,480.1,12,705,35.63
3.24,221.71,32.9,8.55,27.24,4.66,174.2,8,706,56.29
4.7,285.32,113.9,4.57,51.53,3.57,474.7,85,2197,32.71
6.34,340.48,91.6,6.98,38.35,0.68,373.5,48,1425,46.75
1.18,226.87,64.2,6.49,49.48,2.61,299.9,8,2420,57.37
9.8,271.07,36.0,5.45,48.67,3.89,424.1,80,1324,34.91
8.34,447.77,24.8,8.83,5.27,0.74,289.4,30,2660,45.06
3.2,423.15,61.1,6.41,46.75,4.19,187.9,52,1278,45.73
6.05,216.57,60.1,1.96,80.0,2.94,150.8,67,1311,54.21
6.23,423.86,71.8,6.97,7.22,0.38,195.9,7,2087,55.74
4.94,202.83,39.2,6.74,91.16,1.9,383.9,37,834,51.03
3.82,216.16,39.6,1.54,50.62,2.73,375.7,67,1040,56.69
2.82,301.88,71.3,9.03,65.37,1.74,84.0,85,2695,43.86
1.45,226.79,100.3,6.97,60.45,1.67,175.9,21,643,55.42
9.76,262.24,104.5,5.35,20.66,3.84,390.2,67,2408,25.8
0.8,470.13,60.4,5.3,17.67,2.68,186.2,32,2257,55.11
1.5,429.2,102.9,7.18,50.06,4.94,484.3,31,2280,30.59
9.25,244.13,60.1,7.58,5.03,4.32,376.0,89,1006,34.67
5.44,322.96,119.0,6.95,72.6,3.68,174.0,71,2817,27.29
0.69,290.37,79.8,5.88,16.2,4.61,161.6,34,1367,58.08
5.91,478.66,108.5,1.25,86.63,4.28,221.1,3,1537,39.72
6.33,373.05,98.4,7.58,33.45,2.68,439.2,19,986,36.4
5.1,396.05,48.2,1.14,77.53,4.44,56.1,30,931,48.91
6.99,364.48,45.1,2.29,29.47,3.99,485.8,33,1763,45.38
1.28,330.07,116.1,9.04,89.88,1.03,408.3,55,2057,38.78
3.85,458.13,115.8,2.74,20.47,4.89,354.5,72,2142,31.32
3.88,414.91,118.6,3.43,28.61,0.47,469.6,1,816,50.25
3.01,244.6,43.3,6.66,49.54,0.42,217.7,37,1001,67.32
7.2,201.25,32.1,6.8,67.82,3.81,470.3,98,2622,32.92
5.27,213.2,87.9,6.11,64.95,1.42,275.8,95,2458,42.77
1.54,315.98,70.0,3.92,53.74,4.01,266.5,10,1012,55.2
2.62,324.52,72.2,7.73,21.04,3.86,353.8,49,1215,47.65
6.33,258.4,74.9,9.63,80.42,4.91,478.3,72,816,24.38
7.3,271.88,34.6,4.09,7.0,4.24,101.5,60,902,51.57
0.64,366.83,62.5,2.7,80.13,2.72,121.0,58,2810,52.82
8.5,340.63,108.9,8.77,5.01,4.02,277.9,14,1972,32.56
1.36,230.83,91.9,8.86,38.85,4.1,181.2,27,1986,49.97
2.5,337.94,73.6,6.84,74.59,4.55,295.3,90,1240,38.13
3.91,387.45,43.0,9.62,7.17,2.03,219.3,29,1794,57.63
6.97,249.84,93.2,4.37,48.6,3.73,204.0,72,2314,37.68
9.78,231.02,43.8,2.41,85.3,3.45,435.3,24,1054,41.68
1.61,315.53,80.9,1.81,46.55,2.57,389.5,11,2032,57.22
1.63,318.56,38.8,7.14,63.75,4.85,60.2,36,1714,58.29
1.55,224.88,97.9,5.12,62.73,3.93,451.7,76,3000,33.83
5.6,438.38,68.1,4.41,40.28,4.3,376.3,6,1352,43.23
5.18,357.97,72.3,1.9,44.61,3.15,459.6,83,1956,40.37
6.42,461.6,58.9,8.09,5.76,1.48,420.8,13,2937,41.8
1.58,414.84,101.5,2.46,90.47,4.68,344.6,43,1036,37.74
3.78,294.5,68.3,1.95,71.55,3.11,144.7,60,2571,47.52
3.9,414.06,24.1,2.46,25.08,3.17,491.0,47,1549,55.26
4.61,454.62,78.1,3.12,33.81,4.07,55.0,40,1123,48.09
7.32,302.06,34.1,7.24,83.57,4.43,201.8,71,1583,39.4
4.96,452.58,45.1,1.51,72.2,1.28,417.8,43,2111,50.2
2.2,399.37,114.6,6.28,37.0,3.31,497.0,95,1488,36.14
9.38,270.37,119.7,3.1,84.16,2.26,163.4,65,870,31.97
3.35,214.33,115.5,2.84,55.57,2.26,262.7,7,1397,56.82
2.13,218.36,45.1,3.37,24.2,0.23,367.2,16,2735,70.25
2.67,469.48,66.6,7.88,37.61,4.51,295.7,81,1230,38.41
3.5,312.88,52.1,3.45,83.42,1.57,216.0,28,1890,57.88
1.91,417.11,51.3,5.89,61.98,4.98,448.9,40,2910,33.61
7.89,205.07,86.1,4.52,34.95,0.9,244.8,20,990,52.64
8.04,279.41,37.9,5.63,74.68,1.69,383.6,80,1987,41.25
1.79,454.57,82.8,1.65,96.42,4.03,110.2,72,2660,38.98
2.11,301.7,110.2,8.79,74.24,2.82,428.9,6,1525,43.12
5.45,255.14,118.3,7.12,20.18,4.26,388.1,21,2664,33.99
0.6,383.83,69.9,7.46,40.01,0.55,408.2,89,1638,56.08
8.49,208.34,79.8,6.75,77.41,2.97,324.1,10,1377,40.81
5.07,267.16,107.3,9.37,40.24,4.94,171.4,40,595,32.1
8.13,277.18,32.5,3.23,29.87,0.96,490.8,53,1796,53.67
6.04,299.87,26.2,5.9,14.27,0.55,305.8,37,1348,66.49
9.8,413.39,113.6,6.13,76.85,3.69,168.4,82,2663,14.6
3.37,289.77,116.7,1.11,43.59,1.45,58.8,38,1473,62.5
0.13,361.6,23.9,1.13,14.82,0.95,494.1,48,1033,71.69
8.48,337.5,96.3,6.88,49.05,1.72,250.6,53,1463,39.68
9.66,347.76,53.6,5.04,95.77,2.84,283.7,25,1098,38.92
1.88,263.59,66.0,4.37,14.37,1.56,149.4,77,1241,65.79
2.72,340.97,41.8,5.97,90.89,0.95,400.2,13,764,54.67
4.77,445.97,63.5,4.28,35.99,2.53,170.5,1,822,54.98
5.87,450.51,86.3,6.51,77.54,4.83,424.4,93,1123,20.15
2.64,472.16,93.6,7.92,62.76,0.9,253.2,32,1669,48.05
1.04,413.67,55.5,2.19,18.92,1.43,53.7,63,1586,69.87
5.35,317.29,78.4,7.12,90.88,2.51,291.2,52,576,35.79
3.05,422.55,28.1,2.52,95.31,1.0,126.3,29,1553,65.67
6.54,238.56,37.9,1.81,59.04,2.72,408.2,89,2245,46.0
2.18,312.35,45.2,1.57,95.4,4.63,486.5,72,2375,42.13
2.52,367.42,39.1,3.51,18.38,2.12,252.2,10,908,66.28
6.7,472.78,78.1,3.88,67.12,0.19,191.2,21,2857,43.01
6.88,316.9,104.3,2.58,68.94,1.37,144.8,72,2810,36.72
7.04,266.03,72.9,1.92,57.64,3.17,373.3,78,2716,35.21
6.75,372.04,54.0,4.14,6.56,0.53,346.3,13,2480,55.62
8.92,461.15,49.2,2.35,6.82,4.18,480.4,72,1869,35.77
1.32,404.22,73.5,2.24,92.78,3.6,109.5,25,2411,49.2
6.69,271.38,82.8,5.51,83.38,3.94,222.1,78,2698,30.0
2.1,205.69,86.7,8.65,60.11,1.59,353.3,85,1700,48.82
7.51,215.06,115.5,2.21,46.43,4.68,150.6,12,1225,46.43
8.12,420.95,65.2,7.99,79.01,0.14,184.6,68,1926,41.82
3.36,378.87,34.9,2.29,50.28,2.78,305.1,22,1197,60.7
2.07,399.04,100.3,1.54,10.69,2.5,469.4,69,1437,49.42
3.06,237.5,74.0,3.81,8.09,2.09,72.3,100,1154,63.35
5.13,346.7,58.5,6.06,41.08,4.41,423.3,98,989,32.48
2.58,447.83,50.2,6.68,31.83,3.84,249.1,79,2763,38.25
8.13,462.6,83.6,5.06,10.85,2.16,92.4,81,1675,43.31
4.69,477.61,103.8,2.56,22.96,1.79,138.2,4,1744,53.5
1.5,231.14,73.5,2.69,89.3,3.78,81.7,21,2488,56.09
2.92,464.72,25.9,1.55,57.64,0.46,119.4,76,1599,66.22
9.46,360.85,93.4,1.22,50.15,3.64,384.3,49,2236,32.76
1.4,203.46,39.7,6.36,51.71,4.54,309.4,24,715,57.83
9.8,241.9,99.7,7.68,17.12,1.62,473.6,44,1135,35.61
5.66,398.38,80.9,4.44,72.83,0.6,478.4,39,633,38.9
5.53,251.89,52.2,4.93,66.52,4.54,475.8,43,1097,40.78
2.87,312.05,46.3,8.39,36.74,2.85,111.2,73,1056,52.69
7.27,252.77,65.1,6.03,50.14,2.66,298.2,49,2808,39.82
7.4,374.65,50.7,9.72,64.41,2.09,380.1,65,1776,36.93
9.68,248.33,95.6,3.38,80.57,2.32,481.9,53,1399,34.05
8.27,356.94,85.3,9.16,14.47,4.01,56.6,23,2978,34.15
7.27,314.66,118.1,3.03,65.8,1.42,98.6,93,692,35.89
0.54,218.2,103.8,8.24,18.37,2.61,296.6,56,1983,54.53
2.58,260.51,26.2,8.72,69.82,1.31,252.0,55,2779,52.99
4.66,304.8,88.6,9.69,98.37,4.63,340.6,35,2530,25.75
6.8,250.66,83.1,1.08,80.24,3.63,277.3,77,1690,40.46
7.67,376.04,33.2,7.82,62.29,0.33,138.7,49,2994,44.71
2.2,364.39,87.1,8.54,74.63,1.36,102.4,44,1996,51.35
3.14,345.32,76.4,4.13,11.35,1.64,161.3,63,710,58.42
4.25,365.71,33.1,8.32,26.35,2.06,396.2,96,906,46.17
7.62,470.05,103.7,3.96,43.84,2.32,193.2,50,1268,39.37
4.74,313.0,24.9,6.61,60.92,4.13,459.9,22,1395,47.05
8.92,254.65,85.6,6.4,68.8,2.39,338.9,23,2175,38.85
1.6,292.97,59.7,7.15,45.35,2.46,343.4,72,2980,44.57
0.94,208.0,88.9,6.36,5.61,2.07,178.5,51,949,61.5
1.76,353.18,37.4,2.15,57.73,4.35,377.0,44,2922,46.53
6.26,281.54,96.8,7.1,51.3,2.29,183.7,2,1182,47.31
8.94,246.61,44.7,3.26,7.11,4.14,191.3,10,2701,47.05
1.68,266.82,96.9,1.19,80.49,2.14,286.4,32,2791,49.36
0.51,358.1,86.4,5.93,14.21,4.76,206.2,93,794,43.23
4.32,388.68,65.7,4.2,21.86,4.0,64.7,41,1955,54.56
7.2,273.42,37.7,9.13,76.42,1.9,224.1,46,610,42.07
7.93,349.67,80.2,7.19,76.48,4.8,139.4,97,743,25.57
1.21,349.61,108.9,9.08,99.48,2.37,213.6,68,2361,35.62
4.11,451.32,49.9,3.33,31.06,1.34,460.7,61,1446,51.67
6.57,211.7,81.8,6.53,89.74,4.21,217.8,67,2936,31.3
8.97,312.94,79.8,6.32,79.29,3.23,146.9,51,1985,33.5
7.19,290.33,68.6,8.52,11.12,1.41,304.8,54,1660,48.62
3.17,288.96,79.7,3.38,43.28,0.39,144.9,40,1993,64.62
5.59,429.5,64.0,3.95,52.96,2.67,138.3,31,2276,45.45
4.33,330.21,93.0,1.76,34.57,1.13,53.6,76,2079,54.78
1.63,312.84,93.8,5.57,85.12,2.4,289.3,11,1098,50.07
5.51,427.94,22.9,9.88,5.46,2.43,298.2,54,2415,46.02
4.62,279.84,89.4,6.84,63.45,2.23,308.2,90,2329,37.14
1.99,350.0,52.3,8.6,49.85,0.43,51.3,55,1384,63.68
8.75,354.31,54.8,7.94,25.82,0.63,220.4,42,1976,49.03
0.28,370.05,106.9,3.24,97.32,3.18,354.4,48,2933,37.89
1.88,201.64,84.1,8.33,64.49,3.21,302.2,87,2673,41.79
8.18,348.42,87.2,1.39,69.94,2.23,231.3,12,843,42.65
0.2,249.88,60.0,6.47,8.98,0.85,483.9,60,2832,55.91
5.27,389.42,101.5,5.55,71.47,2.82,220.9,43,2840,34.59
8.62,352.77,61.6,5.46,52.3,1.04,387.6,22,2784,38.26
2.1,369.8,68.1,5.53,35.85,4.47,363.4,81,2694,36.19
7.86,285.33,106.6,4.06,60.02,4.35,213.0,41,1047,36.6
7.84,344.94,96.4,5.68,61.28,2.44,273.2,99,635,29.79
0.17,330.41,64.6,6.61,38.51,4.73,255.6,3,1225,59.22
9.47,362.61,97.8,8.65,59.73,4.07,479.1,6,2082,22.33
6.17,387.18,47.3,2.28,92.05,3.02,479.3,88,2971,27.81
6.62,454.39,82.3,8.81,23.48,3.38,90.7,43,1110,40.84
